2026-09-17 11:37:12,582 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.132455458535, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0037811920991268153, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:28,607 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.2541307685301, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06425616696301176, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:29,608 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9116215352258, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06803537155682879, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:30,609 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.45954336373103, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.07181050744710236, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:31,611 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9111681685776, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.07558970796061956, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:32,612 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.8921280193425, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.07936873711279364, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:33,614 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.11595613401084, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.08314978071799974, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:34,615 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7501123133851, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0869275317288202, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:35,616 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.88715450712243, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09070651611938431, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:36,617 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.6213217487682, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09448310801512322, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:37,618 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.34614507997355, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09825722332084298, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:38,620 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.83879477677254, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10203577247383394, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:39,621 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7980379083754, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10581395481500933, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:40,622 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.855945059784, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10959265832054738, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:41,625 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.54614336186853, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.11336857361080419, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:42,626 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.3457790990387, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.11714268562269553, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:43,627 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.58597800561824, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.12091895942474609, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:44,629 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.1859861145994, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.12469163329977749, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:45,630 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 418.9282205218011, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1284619872844737, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:46,631 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.0716026915678, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1322336317086978, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:47,632 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.32340476773936, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.13600754235160747, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:48,633 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 418.9511504881209, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.13977810270600055, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:49,633 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.41518937280887, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.14355283941035582, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:50,634 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.5505237816081, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1473287941243903, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:51,635 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9899810962584, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.15110870395425663, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:52,637 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.19721361922734, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.15489047887682966, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:53,638 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.8000364825931, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.158668679205173, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:54,638 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.03920402139397, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.16244903204136554, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:55,641 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.0805545950695, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.16622975703272116, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:56,643 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.3578430549597, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1700129776202158, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:57,645 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.70487886859013, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1737993215300331, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:58,646 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.964868059104, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.17758800534256505, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:37:59,648 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 421.2624854831053, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.18137936771191301, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:38:00,650 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.9356732406184, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1851677887710786, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:38:01,651 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.5973628774988, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.18895316503697607, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
