2026-09-17 11:52:23,370 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.132455458535, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0037811920991268153, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:45,406 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7501123133851, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0869275317288202, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:46,407 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.88715450712243, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09070651611938431, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:47,408 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.6213217487682, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09448310801512322, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:48,409 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.34614507997355, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09825722332084298, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:49,410 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.83879477677254, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10203577247383394, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:50,411 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7980379083754, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10581395481500933, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:51,413 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.855945059784, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10959265832054738, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:52,415 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.54614336186853, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.11336857361080419, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:53,416 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.3457790990387, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.11714268562269553, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:54,417 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.58597800561824, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.12091895942474609, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:55,418 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.1859861145994, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.12469163329977749, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:56,420 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 418.9282205218011, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1284619872844737, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:57,421 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.0716026915678, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1322336317086978, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:58,423 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.32340476773936, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.13600754235160747, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:52:59,425 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 418.9511504881209, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.13977810270600055, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:00,426 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.41518937280887, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.14355283941035582, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:01,427 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.5505237816081, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1473287941243903, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:02,427 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9899810962584, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.15110870395425663, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:03,429 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.19721361922734, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.15489047887682966, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:04,430 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.8000364825931, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.158668679205173, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:05,431 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.03920402139397, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.16244903204136554, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:06,433 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.0805545950695, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.16622975703272116, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:07,434 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.3578430549597, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1700129776202158, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:08,436 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.70487886859013, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1737993215300331, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:09,437 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.964868059104, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.17758800534256505, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:10,439 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 421.2624854831053, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.18137936771191301, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:11,441 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.9356732406184, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1851677887710786, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:53:12,443 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.5973628774988, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.18895316503697607, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
