2026-09-17 12:14:06,160 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.132455458535, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.0025207947327512106, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:17,174 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.60777204833516, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.030238229632796113, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:18,195 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.5318139258018, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.03275542051635092, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:19,196 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.6762969691297, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.0352734782981657, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:20,198 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.14000657940613, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.03779431833764214, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:21,199 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.26691995908664, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.04031591985739666, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:22,202 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.2541307685301, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.04283744464200784, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:23,203 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.9116215352258, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.04535691437121919, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:24,204 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.45954336373103, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.047873671631401576, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:25,206 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.9111681685776, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.050393138640413046, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:26,207 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.8921280193425, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.0529124914085291, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:27,209 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.11595613401084, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.055433187145333164, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:28,210 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.7501123133851, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.05795168781921348, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:29,211 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.88715450712243, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.060471010746256215, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:30,212 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.6213217487682, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.06298873867674883, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:31,212 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.34614507997355, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.06550481554722867, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:32,214 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.83879477677254, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.06802384831588931, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:33,216 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.7980379083754, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.07054263654333956, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:34,218 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.855945059784, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.07306177221369826, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:35,219 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.54614336186853, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.07557904907386948, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:36,220 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.3457790990387, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.07809512374846371, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:37,222 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.58597800561824, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.08061263961649742, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:38,223 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.1859861145994, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.08312775553318502, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:39,224 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 418.9282205218011, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.08564132485631583, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:40,225 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.0716026915678, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.08815575447246524, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:41,226 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.32340476773936, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.09067169490107167, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:42,228 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 418.9511504881209, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.0931854018040004, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:43,229 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.41518937280887, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.09570189294023725, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:44,230 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.5505237816081, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.0982191960829269, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:45,231 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.9899810962584, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.10073913596950444, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:46,232 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.19721361922734, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.10326031925121981, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:47,233 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 419.8000364825931, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.10577911947011537, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:48,234 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.03920402139397, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.10829935469424373, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:49,236 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.0805545950695, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.11081983802181415, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:50,237 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.3578430549597, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.11334198508014391, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:51,238 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.70487886859013, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.11586621435335545, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:52,239 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.964868059104, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.11839200356171008, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:53,240 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 421.2624854831053, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.12091957847460871, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:54,241 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.9356732406184, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.12344519251405242, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 12:14:55,243 - DigitalTwin - INFO - Scenario: sensor_spike | True: {'co2_ppm': 420.5973628774988, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.12596877669131742, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
