2026-09-17 11:59:01,946 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.132455458535, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0037811920991268153, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:12,958 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.60777204833516, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.04535734444919417, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:13,959 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.5318139258018, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.049133130774526385, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:14,960 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.6762969691297, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.05291021744724855, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:15,961 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.14000657940613, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.05669147750646321, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:16,962 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.26691995908664, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06047387978609499, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:17,962 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.2541307685301, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06425616696301176, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:18,963 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9116215352258, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06803537155682879, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:19,964 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.45954336373103, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.07181050744710236, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:20,965 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9111681685776, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.07558970796061956, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:21,965 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.8921280193425, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.07936873711279364, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:22,966 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.11595613401084, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.08314978071799974, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:23,967 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7501123133851, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0869275317288202, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:24,968 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.88715450712243, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09070651611938431, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:25,968 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.6213217487682, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09448310801512322, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:26,969 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.34614507997355, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.09825722332084298, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:27,970 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.83879477677254, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10203577247383394, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:28,970 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7980379083754, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10581395481500933, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:29,971 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.855945059784, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.10959265832054738, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:30,972 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.54614336186853, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.11336857361080419, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:31,973 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.3457790990387, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.11714268562269553, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:32,974 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.58597800561824, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.12091895942474609, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:33,976 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.1859861145994, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.12469163329977749, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:34,977 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 418.9282205218011, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1284619872844737, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:35,977 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.0716026915678, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1322336317086978, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:36,979 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.32340476773936, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.13600754235160747, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:37,980 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 418.9511504881209, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.13977810270600055, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:38,982 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.41518937280887, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.14355283941035582, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:39,983 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.5505237816081, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1473287941243903, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:40,984 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9899810962584, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.15110870395425663, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:41,985 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.19721361922734, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.15489047887682966, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:42,986 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.8000364825931, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.158668679205173, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:43,988 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.03920402139397, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.16244903204136554, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:44,989 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.0805545950695, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.16622975703272116, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:45,990 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.3578430549597, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1700129776202158, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:46,992 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.70487886859013, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1737993215300331, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:47,993 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.964868059104, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.17758800534256505, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:48,995 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 421.2624854831053, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.18137936771191301, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:49,999 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.9356732406184, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.1851677887710786, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:59:51,001 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.5973628774988, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.18895316503697607, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
