2026-09-17 12:06:35,887 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.132455458535, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 200.0, 'captured_co2_g': 0.002016635786200968, 'fan_speed_rpm': 800.0} | Cmd RPM: 1000.0
2026-09-17 12:06:46,901 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.60777204833516, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 17.179869184000005, 'captured_co2_g': 0.009387840660719128, 'fan_speed_rpm': 68.71947673600002} | Cmd RPM: 1000.0
2026-09-17 12:06:47,902 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.5318139258018, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 13.743895347200004, 'captured_co2_g': 0.009526224693009141, 'fan_speed_rpm': 54.975581388800016} | Cmd RPM: 1000.0
2026-09-17 12:06:48,904 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.6762969691297, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 10.995116277760003, 'captured_co2_g': 0.009636970045429828, 'fan_speed_rpm': 43.98046511104001} | Cmd RPM: 1000.0
2026-09-17 12:06:49,906 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.14000657940613, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 8.796093022208002, 'captured_co2_g': 0.009725664219355194, 'fan_speed_rpm': 35.184372088832006} | Cmd RPM: 1000.0
2026-09-17 12:06:50,907 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.26691995908664, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 7.036874417766401, 'captured_co2_g': 0.009796640992259839, 'fan_speed_rpm': 28.147497671065604} | Cmd RPM: 1000.0
2026-09-17 12:06:51,908 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.2541307685301, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 5.629499534213121, 'captured_co2_g': 0.009853420682661741, 'fan_speed_rpm': 22.517998136852484} | Cmd RPM: 1000.0
2026-09-17 12:06:52,910 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.9116215352258, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 4.503599627370496, 'captured_co2_g': 0.00989880741439633, 'fan_speed_rpm': 18.014398509481985} | Cmd RPM: 1000.0
2026-09-17 12:06:53,911 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.45954336373103, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 3.602879701896397, 'captured_co2_g': 0.009935077708985577, 'fan_speed_rpm': 14.411518807585589} | Cmd RPM: 1000.0
2026-09-17 12:06:54,913 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.9111681685776, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 2.8823037615171176, 'captured_co2_g': 0.009964125185933946, 'fan_speed_rpm': 11.52921504606847} | Cmd RPM: 1000.0
2026-09-17 12:06:55,915 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.8921280193425, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 2.305843009213694, 'captured_co2_g': 0.00998736211380636, 'fan_speed_rpm': 9.223372036854776} | Cmd RPM: 1000.0
2026-09-17 12:06:56,916 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.11595613401084, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 1.8446744073709553, 'captured_co2_g': 0.010005961565464166, 'fan_speed_rpm': 7.378697629483821} | Cmd RPM: 1000.0
2026-09-17 12:06:57,918 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.7501123133851, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 1.4757395258967643, 'captured_co2_g': 0.010020828169425938, 'fan_speed_rpm': 5.902958103587057} | Cmd RPM: 1000.0
2026-09-17 12:06:58,919 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.88715450712243, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 1.1805916207174114, 'captured_co2_g': 0.010032725335576129, 'fan_speed_rpm': 4.722366482869646} | Cmd RPM: 1000.0
2026-09-17 12:06:59,921 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.6213217487682, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.9444732965739291, 'captured_co2_g': 0.010042237042769683, 'fan_speed_rpm': 3.7778931862957164} | Cmd RPM: 1000.0
2026-09-17 12:07:00,922 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.34614507997355, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.7555786372591433, 'captured_co2_g': 0.010049841418501829, 'fan_speed_rpm': 3.0223145490365733} | Cmd RPM: 1000.0
2026-09-17 12:07:01,923 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.83879477677254, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.6044629098073147, 'captured_co2_g': 0.010055932066010808, 'fan_speed_rpm': 2.4178516392292586} | Cmd RPM: 1000.0
2026-09-17 12:07:02,925 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.7980379083754, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.48357032784585174, 'captured_co2_g': 0.010060804111006497, 'fan_speed_rpm': 1.934281311383407} | Cmd RPM: 1000.0
2026-09-17 12:07:03,925 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.855945059784, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.3868562622766814, 'captured_co2_g': 0.010064702284644908, 'fan_speed_rpm': 1.5474250491067256} | Cmd RPM: 1000.0
2026-09-17 12:07:04,927 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.54614336186853, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.30948500982134514, 'captured_co2_g': 0.010067818522460081, 'fan_speed_rpm': 1.2379400392853805} | Cmd RPM: 1000.0
2026-09-17 12:07:05,927 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.3457790990387, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.2475880078570761, 'captured_co2_g': 0.01007031032212529, 'fan_speed_rpm': 0.9903520314283044} | Cmd RPM: 1000.0
2026-09-17 12:07:06,929 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.58597800561824, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.1980704062856609, 'captured_co2_g': 0.01007230490368854, 'fan_speed_rpm': 0.7922816251426436} | Cmd RPM: 1000.0
2026-09-17 12:07:07,929 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.1859861145994, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.15845632502852872, 'captured_co2_g': 0.010073899047789256, 'fan_speed_rpm': 0.6338253001141149} | Cmd RPM: 1000.0
2026-09-17 12:07:08,930 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 418.9282205218011, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.12676506002282298, 'captured_co2_g': 0.010075173578853729, 'fan_speed_rpm': 0.5070602400912919} | Cmd RPM: 1000.0
2026-09-17 12:07:09,932 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.0716026915678, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.10141204801825839, 'captured_co2_g': 0.010076193552681615, 'fan_speed_rpm': 0.40564819207303354} | Cmd RPM: 1000.0
2026-09-17 12:07:10,933 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.32340476773936, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.08112963841460671, 'captured_co2_g': 0.010077010022030597, 'fan_speed_rpm': 0.32451855365842686} | Cmd RPM: 1000.0
2026-09-17 12:07:11,935 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 418.9511504881209, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.06490371073168537, 'captured_co2_g': 0.010077662617653365, 'fan_speed_rpm': 0.2596148429267415} | Cmd RPM: 1000.0
2026-09-17 12:07:12,936 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.41518937280887, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.0519229685853483, 'captured_co2_g': 0.010078185272414214, 'fan_speed_rpm': 0.2076918743413932} | Cmd RPM: 1000.0
2026-09-17 12:07:13,938 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.5505237816081, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.04153837486827864, 'captured_co2_g': 0.010078603531140607, 'fan_speed_rpm': 0.16615349947311456} | Cmd RPM: 1000.0
2026-09-17 12:07:14,939 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.9899810962584, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.03323069989462291, 'captured_co2_g': 0.010078938488605102, 'fan_speed_rpm': 0.13292279957849165} | Cmd RPM: 1000.0
2026-09-17 12:07:15,940 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.19721361922734, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.02658455991569833, 'captured_co2_g': 0.010079206586797146, 'fan_speed_rpm': 0.10633823966279332} | Cmd RPM: 1000.0
2026-09-17 12:07:16,942 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 419.8000364825931, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.021267647932558663, 'captured_co2_g': 0.010079420862622217, 'fan_speed_rpm': 0.08507059173023465} | Cmd RPM: 1000.0
2026-09-17 12:07:17,943 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.03920402139397, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.01701411834604693, 'captured_co2_g': 0.010079592380943669, 'fan_speed_rpm': 0.06805647338418772} | Cmd RPM: 1000.0
2026-09-17 12:07:18,945 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.0805545950695, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.013611294676837544, 'captured_co2_g': 0.010079729609108868, 'fan_speed_rpm': 0.054445178707350175} | Cmd RPM: 1000.0
2026-09-17 12:07:19,947 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.3578430549597, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.010889035741470035, 'captured_co2_g': 0.010079839464106722, 'fan_speed_rpm': 0.04355614296588014} | Cmd RPM: 1000.0
2026-09-17 12:07:20,948 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.70487886859013, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.008711228593176027, 'captured_co2_g': 0.010079927420659603, 'fan_speed_rpm': 0.03484491437270411} | Cmd RPM: 1000.0
2026-09-17 12:07:21,949 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.964868059104, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.006968982874540822, 'captured_co2_g': 0.010079997829386554, 'fan_speed_rpm': 0.027875931498163288} | Cmd RPM: 1000.0
2026-09-17 12:07:22,950 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 421.2624854831053, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.005575186299632657, 'captured_co2_g': 0.010080054196190657, 'fan_speed_rpm': 0.02230074519853063} | Cmd RPM: 1000.0
2026-09-17 12:07:23,951 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.9356732406184, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.004460149039706126, 'captured_co2_g': 0.010080099254650789, 'fan_speed_rpm': 0.017840596158824502} | Cmd RPM: 1000.0
2026-09-17 12:07:24,952 - DigitalTwin - INFO - Scenario: fan_failure | True: {'co2_ppm': 420.5973628774988, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 0.0035681192317649005, 'captured_co2_g': 0.010080135272447732, 'fan_speed_rpm': 0.014272476927059602} | Cmd RPM: 1000.0
